nohup: ignoring input
cuda:2
Namespace(adapter_lr=0.0006, batch_size=100, clip_bound=2.3, clipping_style='all-layer', cluster_temperature=1.0, dataset='CIFAR-10', dataset_dir='/home/chenyannan/fast-differential-privacy-main/examples/image_classification/data', downsample_lr=0.0006, epochs=55, epsilon=8, feature_dim=128, global_lr=1.03, image_size=224, instance_temperature=0.5, learning_rate=0.004, local_epoch=6, mini_bs=100, miu_cm=0.5, model_path='save/Cifar-10-DPFL-ResNet18-adam3', model_temperature=0.5, momentum=0.3, n_clients=600, project_lr=0.0008, r_conv=6, r_proj=16, reload=False, resnet='ResNet18', resnet_lr=0.006, sample_ratio=1, seed=17, start_epoch=0, test_image_size=256, weight_decay=1e-05, workers=8)
save/Img-10-pretrain-transform/checkpoint_532.tar
resnet.conv1.weight 9408 torch.Size([64, 3, 7, 7])
resnet.bn1.weight 64 torch.Size([64])
resnet.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn1.weight 64 torch.Size([64])
resnet.layer1.0.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn2.weight 64 torch.Size([64])
resnet.layer1.0.bn2.bias 64 torch.Size([64])
resnet.layer1.1.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn1.weight 64 torch.Size([64])
resnet.layer1.1.bn1.bias 64 torch.Size([64])
resnet.layer1.1.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn2.weight 64 torch.Size([64])
resnet.layer1.1.bn2.bias 64 torch.Size([64])
resnet.layer2.0.conv1.weight 73728 torch.Size([128, 64, 3, 3])
resnet.layer2.0.bn1.weight 128 torch.Size([128])
resnet.layer2.0.bn1.bias 128 torch.Size([128])
resnet.layer2.0.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.0.bn2.weight 128 torch.Size([128])
resnet.layer2.0.bn2.bias 128 torch.Size([128])
resnet.layer2.0.downsample.0.weight 8192 torch.Size([128, 64, 1, 1])
resnet.layer2.0.downsample.1.weight 128 torch.Size([128])
resnet.layer2.0.downsample.1.bias 128 torch.Size([128])
resnet.layer2.1.conv1.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn1.weight 128 torch.Size([128])
resnet.layer2.1.bn1.bias 128 torch.Size([128])
resnet.layer2.1.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn2.weight 128 torch.Size([128])
resnet.layer2.1.bn2.bias 128 torch.Size([128])
resnet.layer3.0.conv1.weight 294912 torch.Size([256, 128, 3, 3])
resnet.layer3.0.bn1.weight 256 torch.Size([256])
resnet.layer3.0.bn1.bias 256 torch.Size([256])
resnet.layer3.0.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.0.bn2.weight 256 torch.Size([256])
resnet.layer3.0.bn2.bias 256 torch.Size([256])
resnet.layer3.0.downsample.0.weight 32768 torch.Size([256, 128, 1, 1])
resnet.layer3.0.downsample.1.weight 256 torch.Size([256])
resnet.layer3.0.downsample.1.bias 256 torch.Size([256])
resnet.layer3.1.conv1.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn1.weight 256 torch.Size([256])
resnet.layer3.1.bn1.bias 256 torch.Size([256])
resnet.layer3.1.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn2.weight 256 torch.Size([256])
resnet.layer3.1.bn2.bias 256 torch.Size([256])
resnet.layer4.0.conv1.weight 1179648 torch.Size([512, 256, 3, 3])
resnet.layer4.0.bn1.weight 512 torch.Size([512])
resnet.layer4.0.bn1.bias 512 torch.Size([512])
resnet.layer4.0.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.0.bn2.weight 512 torch.Size([512])
resnet.layer4.0.bn2.bias 512 torch.Size([512])
resnet.layer4.0.downsample.0.weight 131072 torch.Size([512, 256, 1, 1])
resnet.layer4.0.downsample.1.weight 512 torch.Size([512])
resnet.layer4.0.downsample.1.bias 512 torch.Size([512])
resnet.layer4.1.conv1.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn1.weight 512 torch.Size([512])
resnet.layer4.1.bn1.bias 512 torch.Size([512])
resnet.layer4.1.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn2.weight 512 torch.Size([512])
resnet.layer4.1.bn2.bias 512 torch.Size([512])
instance_projector.0.weight 262144 torch.Size([512, 512])
instance_projector.0.bias 512 torch.Size([512])
instance_projector.2.weight 65536 torch.Size([128, 512])
instance_projector.2.bias 128 torch.Size([128])
cluster_projector.0.weight 262144 torch.Size([512, 512])
cluster_projector.0.bias 512 torch.Size([512])
cluster_projector.2.weight 5120 torch.Size([10, 512])
cluster_projector.2.bias 10 torch.Size([10])
sigma: 3.857421875
Number of total parameters:  11772618
Norm:  tensor(2.7965, device='cuda:2')
Round:  4 User: 165 Train Loss: 6.229
Norm:  tensor(2.7610, device='cuda:2')
Round:  4 User: 166 Train Loss: 6.296
Norm:  tensor(2.6597, device='cuda:2')
Round:  4 User: 167 Train Loss: 6.315
Norm:  tensor(2.7763, device='cuda:2')
Round:  4 User: 168 Train Loss: 6.351
Norm:  tensor(2.6313, device='cuda:2')
Round:  4 User: 169 Train Loss: 6.373
Norm:  tensor(2.6758, device='cuda:2')
Round:  4 User: 170 Train Loss: 6.307
Norm:  tensor(2.6573, device='cuda:2')
Round:  4 User: 171 Train Loss: 6.353
Norm:  tensor(2.6280, device='cuda:2')
Round:  4 User: 172 Train Loss: 6.345
Norm:  tensor(2.7043, device='cuda:2')
Round:  4 User: 173 Train Loss: 6.464
Norm:  tensor(2.6739, device='cuda:2')
Round:  4 User: 174 Train Loss: 6.368
Norm:  tensor(2.7727, device='cuda:2')
Round:  4 User: 175 Train Loss: 6.318
Norm:  tensor(2.6725, device='cuda:2')
Round:  4 User: 176 Train Loss: 6.333
Norm:  tensor(2.7124, device='cuda:2')
Round:  4 User: 177 Train Loss: 6.344
Norm:  tensor(2.7703, device='cuda:2')
Round:  4 User: 178 Train Loss: 6.362
Norm:  tensor(2.7907, device='cuda:2')
Round:  4 User: 179 Train Loss: 6.352
Norm:  tensor(2.8446, device='cuda:2')
Round:  4 User: 180 Train Loss: 6.290
Norm:  tensor(2.7503, device='cuda:2')
Round:  4 User: 181 Train Loss: 6.306
Norm:  tensor(2.7444, device='cuda:2')
Round:  4 User: 182 Train Loss: 6.270
Norm:  tensor(2.8163, device='cuda:2')
Round:  4 User: 183 Train Loss: 6.315
Norm:  tensor(2.7801, device='cuda:2')
Round:  4 User: 184 Train Loss: 6.318
Norm:  tensor(2.4889, device='cuda:2')
Round:  4 User: 185 Train Loss: 6.538
Norm:  tensor(2.6065, device='cuda:2')
Round:  4 User: 186 Train Loss: 6.448
Norm:  tensor(2.7992, device='cuda:2')
Round:  4 User: 187 Train Loss: 6.330
Norm:  tensor(2.7007, device='cuda:2')
Round:  4 User: 188 Train Loss: 6.320
Norm:  tensor(2.7649, device='cuda:2')
Round:  4 User: 189 Train Loss: 6.259
Norm:  tensor(2.6927, device='cuda:2')
Round:  4 User: 190 Train Loss: 6.309
Norm:  tensor(2.6830, device='cuda:2')
Round:  4 User: 191 Train Loss: 6.261
Norm:  tensor(2.8126, device='cuda:2')
Round:  4 User: 192 Train Loss: 6.266
Norm:  tensor(2.7525, device='cuda:2')
Round:  4 User: 193 Train Loss: 6.451
Norm:  tensor(2.7588, device='cuda:2')
Round:  4 User: 194 Train Loss: 6.264
Norm:  tensor(2.8501, device='cuda:2')
Round:  4 User: 195 Train Loss: 6.250
Norm:  tensor(2.7634, device='cuda:2')
Round:  4 User: 196 Train Loss: 6.325
Norm:  tensor(2.6706, device='cuda:2')
Round:  4 User: 197 Train Loss: 6.314
Norm:  tensor(2.8919, device='cuda:2')
Round:  4 User: 198 Train Loss: 6.317
Norm:  tensor(2.7483, device='cuda:2')
Round:  4 User: 199 Train Loss: 6.317
Norm:  tensor(2.8233, device='cuda:2')
Round:  4 User: 200 Train Loss: 6.348
Norm:  tensor(2.7836, device='cuda:2')
Round:  4 User: 201 Train Loss: 6.326
Norm:  tensor(2.6700, device='cuda:2')
Round:  4 User: 202 Train Loss: 6.381
Norm:  tensor(2.8155, device='cuda:2')
Round:  4 User: 203 Train Loss: 6.320
Norm:  tensor(2.7219, device='cuda:2')
Round:  4 User: 204 Train Loss: 6.378
Norm:  tensor(2.7232, device='cuda:2')
Round:  4 User: 205 Train Loss: 6.314
Norm:  tensor(2.9090, device='cuda:2')
Round:  4 User: 206 Train Loss: 6.342
Norm:  tensor(2.8124, device='cuda:2')
Round:  4 User: 207 Train Loss: 6.296
Norm:  tensor(2.7429, device='cuda:2')
Round:  4 User: 208 Train Loss: 6.384
Norm:  tensor(2.6569, device='cuda:2')
Round:  4 User: 209 Train Loss: 6.417
Norm:  tensor(2.7909, device='cuda:2')
Round:  4 User: 210 Train Loss: 6.316
Norm:  tensor(2.8652, device='cuda:2')
Round:  4 User: 211 Train Loss: 6.342
Norm:  tensor(2.7619, device='cuda:2')
Round:  4 User: 212 Train Loss: 6.268
Norm:  tensor(2.7380, device='cuda:2')
Round:  4 User: 213 Train Loss: 6.321
Norm:  tensor(2.7750, device='cuda:2')
Round:  4 User: 214 Train Loss: 6.240
Norm:  tensor(2.6750, device='cuda:2')
Round:  4 User: 215 Train Loss: 6.380
Norm:  tensor(2.8170, device='cuda:2')
Round:  4 User: 216 Train Loss: 6.458
Norm:  tensor(2.7211, device='cuda:2')
Round:  4 User: 217 Train Loss: 6.270
Norm:  tensor(2.7967, device='cuda:2')
Round:  4 User: 218 Train Loss: 6.350
Norm:  tensor(2.7385, device='cuda:2')
Round:  4 User: 219 Train Loss: 6.364
Norm:  tensor(2.9031, device='cuda:2')
Round:  4 User: 220 Train Loss: 6.325
Norm:  tensor(2.8669, device='cuda:2')
Round:  4 User: 221 Train Loss: 6.331
Norm:  tensor(2.7520, device='cuda:2')
Round:  4 User: 222 Train Loss: 6.317
Norm:  tensor(2.6892, device='cuda:2')
Round:  4 User: 223 Train Loss: 6.399
Norm:  tensor(2.8282, device='cuda:2')
Round:  4 User: 224 Train Loss: 6.300
Norm:  tensor(2.7919, device='cuda:2')
Round:  4 User: 225 Train Loss: 6.310
Norm:  tensor(2.6924, device='cuda:2')
Round:  4 User: 226 Train Loss: 6.356
Norm:  tensor(2.6981, device='cuda:2')
Round:  4 User: 227 Train Loss: 6.379
Norm:  tensor(2.7750, device='cuda:2')
Round:  4 User: 228 Train Loss: 6.397
Norm:  tensor(2.7138, device='cuda:2')
Round:  4 User: 229 Train Loss: 6.404
Norm:  tensor(2.7049, device='cuda:2')
Round:  4 User: 230 Train Loss: 6.512
Norm:  tensor(2.7852, device='cuda:2')
Round:  4 User: 231 Train Loss: 6.294
Norm:  tensor(2.7212, device='cuda:2')
Round:  4 User: 232 Train Loss: 6.292
Norm:  tensor(2.6231, device='cuda:2')
Round:  4 User: 233 Train Loss: 6.442
Norm:  tensor(2.6283, device='cuda:2')
Round:  4 User: 234 Train Loss: 6.375
Norm:  tensor(2.8299, device='cuda:2')
Round:  4 User: 235 Train Loss: 6.385
Norm:  tensor(2.7710, device='cuda:2')
Round:  4 User: 236 Train Loss: 6.292
Norm:  tensor(2.6895, device='cuda:2')
Round:  4 User: 237 Train Loss: 6.438
Norm:  tensor(2.7469, device='cuda:2')
Round:  4 User: 238 Train Loss: 6.336
Norm:  tensor(2.8390, device='cuda:2')
Round:  4 User: 239 Train Loss: 6.261
Norm:  tensor(2.6433, device='cuda:2')
Round:  4 User: 240 Train Loss: 6.356
Norm:  tensor(2.6393, device='cuda:2')
Round:  4 User: 241 Train Loss: 6.334
Norm:  tensor(2.7885, device='cuda:2')
Round:  4 User: 242 Train Loss: 6.283
Norm:  tensor(2.8249, device='cuda:2')
Round:  4 User: 243 Train Loss: 6.255
Norm:  tensor(2.6951, device='cuda:2')
Round:  4 User: 244 Train Loss: 6.326
Norm:  tensor(2.6915, device='cuda:2')
Round:  4 User: 245 Train Loss: 6.408
Norm:  tensor(2.7410, device='cuda:2')
Round:  4 User: 246 Train Loss: 6.261
Norm:  tensor(2.8184, device='cuda:2')
Round:  4 User: 247 Train Loss: 6.311
Norm:  tensor(2.8133, device='cuda:2')
Round:  4 User: 248 Train Loss: 6.343
Norm:  tensor(2.6021, device='cuda:2')
Round:  4 User: 249 Train Loss: 6.441
Norm:  tensor(2.8272, device='cuda:2')
Round:  4 User: 250 Train Loss: 6.284
Norm:  tensor(2.7445, device='cuda:2')
Round:  4 User: 251 Train Loss: 6.286
Norm:  tensor(2.7518, device='cuda:2')
Round:  4 User: 252 Train Loss: 6.421
Norm:  tensor(2.8041, device='cuda:2')
Round:  4 User: 253 Train Loss: 6.385
Norm:  tensor(2.7065, device='cuda:2')
Round:  4 User: 254 Train Loss: 6.404
Norm:  tensor(2.8031, device='cuda:2')
Round:  4 User: 255 Train Loss: 6.295
Norm:  tensor(2.7757, device='cuda:2')
Round:  4 User: 256 Train Loss: 6.245
Norm:  tensor(2.5693, device='cuda:2')
Round:  4 User: 257 Train Loss: 6.342
Norm:  tensor(2.7467, device='cuda:2')
Round:  4 User: 258 Train Loss: 6.347
Norm:  tensor(2.7463, device='cuda:2')
Round:  4 User: 259 Train Loss: 6.340
Norm:  tensor(2.8045, device='cuda:2')
Round:  4 User: 260 Train Loss: 6.373
Norm:  tensor(2.7427, device='cuda:2')
Round:  4 User: 261 Train Loss: 6.340
Norm:  tensor(2.7780, device='cuda:2')
Round:  4 User: 262 Train Loss: 6.279
Norm:  tensor(2.7813, device='cuda:2')
Round:  4 User: 263 Train Loss: 6.355
Norm:  tensor(2.7468, device='cuda:2')
Round:  4 User: 264 Train Loss: 6.423
Norm:  tensor(2.7759, device='cuda:2')
Round:  4 User: 265 Train Loss: 6.351
Norm:  tensor(2.8341, device='cuda:2')
Round:  4 User: 266 Train Loss: 6.303
Norm:  tensor(2.7542, device='cuda:2')
Round:  4 User: 267 Train Loss: 6.337
Norm:  tensor(2.7543, device='cuda:2')
Round:  4 User: 268 Train Loss: 6.300
Norm:  tensor(2.7328, device='cuda:2')
Round:  4 User: 269 Train Loss: 6.346
Norm:  tensor(2.6590, device='cuda:2')
Round:  4 User: 270 Train Loss: 6.412
Norm:  tensor(2.7084, device='cuda:2')
Round:  4 User: 271 Train Loss: 6.396
Norm:  tensor(2.6601, device='cuda:2')
Round:  4 User: 272 Train Loss: 6.272
Norm:  tensor(2.7558, device='cuda:2')
Round:  4 User: 273 Train Loss: 6.299
Norm:  tensor(2.7504, device='cuda:2')
Round:  4 User: 274 Train Loss: 6.327
Norm:  tensor(2.7838, device='cuda:2')
Round:  4 User: 275 Train Loss: 6.385
Norm:  tensor(2.7928, device='cuda:2')
Round:  4 User: 276 Train Loss: 6.391
Norm:  tensor(2.6808, device='cuda:2')
Round:  4 User: 277 Train Loss: 6.400
Norm:  tensor(2.7047, device='cuda:2')
Round:  4 User: 278 Train Loss: 6.384
Norm:  tensor(2.7720, device='cuda:2')
Round:  4 User: 279 Train Loss: 6.339
Norm:  tensor(2.7266, device='cuda:2')
Round:  4 User: 280 Train Loss: 6.386
Norm:  tensor(2.8230, device='cuda:2')
Round:  4 User: 281 Train Loss: 6.315
Norm:  tensor(2.8337, device='cuda:2')
Round:  4 User: 282 Train Loss: 6.413
Norm:  tensor(2.8189, device='cuda:2')
Round:  4 User: 283 Train Loss: 6.410
Norm:  tensor(2.8148, device='cuda:2')
Round:  4 User: 284 Train Loss: 6.325
Norm:  tensor(2.7362, device='cuda:2')
Round:  4 User: 285 Train Loss: 6.357
Norm:  tensor(2.7869, device='cuda:2')
Round:  4 User: 286 Train Loss: 6.267
Norm:  tensor(2.7626, device='cuda:2')
Round:  4 User: 287 Train Loss: 6.355
Norm:  tensor(2.7506, device='cuda:2')
Round:  4 User: 288 Train Loss: 6.338
Norm:  tensor(2.7663, device='cuda:2')
Round:  4 User: 289 Train Loss: 6.443
Norm:  tensor(2.7141, device='cuda:2')
Round:  4 User: 290 Train Loss: 6.314
Norm:  tensor(2.6093, device='cuda:2')
Round:  4 User: 291 Train Loss: 6.376
Norm:  tensor(2.7400, device='cuda:2')
Round:  4 User: 292 Train Loss: 6.360
Norm:  tensor(2.7659, device='cuda:2')
Round:  4 User: 293 Train Loss: 6.369
Norm:  tensor(2.8065, device='cuda:2')
Round:  4 User: 294 Train Loss: 6.338
Norm:  tensor(2.8568, device='cuda:2')
Round:  4 User: 295 Train Loss: 6.323
Norm:  tensor(2.7706, device='cuda:2')
Round:  4 User: 296 Train Loss: 6.411
Norm:  tensor(2.6107, device='cuda:2')
Round:  4 User: 297 Train Loss: 6.383
Norm:  tensor(2.7410, device='cuda:2')
Round:  4 User: 298 Train Loss: 6.307
Norm:  tensor(2.6472, device='cuda:2')
Round:  4 User: 299 Train Loss: 6.374
Norm:  tensor(2.7031, device='cuda:2')
Round:  4 User: 300 Train Loss: 6.235
Norm:  tensor(2.6531, device='cuda:2')
Round:  4 User: 301 Train Loss: 6.515
Norm:  tensor(2.7579, device='cuda:2')
Round:  4 User: 302 Train Loss: 6.330
Norm:  tensor(2.6964, device='cuda:2')
Round:  4 User: 303 Train Loss: 6.295
Norm:  tensor(2.8910, device='cuda:2')
Round:  4 User: 304 Train Loss: 6.411
Norm:  tensor(2.8845, device='cuda:2')
Round:  4 User: 305 Train Loss: 6.299
Norm:  tensor(2.7229, device='cuda:2')
Round:  4 User: 306 Train Loss: 6.257
Norm:  tensor(2.6404, device='cuda:2')
Round:  4 User: 307 Train Loss: 6.368
Norm:  tensor(2.5894, device='cuda:2')
Round:  4 User: 308 Train Loss: 6.372
Norm:  tensor(2.7094, device='cuda:2')
Round:  4 User: 309 Train Loss: 6.392
Norm:  tensor(2.6077, device='cuda:2')
Round:  4 User: 310 Train Loss: 6.415
Norm:  tensor(2.8053, device='cuda:2')
Round:  4 User: 311 Train Loss: 6.363
Norm:  tensor(2.6903, device='cuda:2')
Round:  4 User: 312 Train Loss: 6.351
Norm:  tensor(2.6254, device='cuda:2')
Round:  4 User: 313 Train Loss: 6.344
Norm:  tensor(2.7787, device='cuda:2')
Round:  4 User: 314 Train Loss: 6.308
Norm:  tensor(2.7674, device='cuda:2')
Round:  4 User: 315 Train Loss: 6.320
Norm:  tensor(2.9280, device='cuda:2')
Round:  4 User: 316 Train Loss: 6.239
Norm:  tensor(2.7870, device='cuda:2')
Round:  4 User: 317 Train Loss: 6.369
Norm:  tensor(2.7683, device='cuda:2')
Round:  4 User: 318 Train Loss: 6.424
Norm:  tensor(2.7116, device='cuda:2')
Round:  4 User: 319 Train Loss: 6.363
Norm:  tensor(2.7583, device='cuda:2')
Round:  4 User: 320 Train Loss: 6.290
Norm:  tensor(2.7255, device='cuda:2')
Round:  4 User: 321 Train Loss: 6.429
Norm:  tensor(2.7629, device='cuda:2')
Round:  4 User: 322 Train Loss: 6.334
Norm:  tensor(2.8423, device='cuda:2')
Round:  4 User: 323 Train Loss: 6.349
Norm:  tensor(2.7076, device='cuda:2')
Round:  4 User: 324 Train Loss: 6.425
Norm:  tensor(2.7247, device='cuda:2')
Round:  4 User: 325 Train Loss: 6.326
Norm:  tensor(2.9339, device='cuda:2')
Round:  4 User: 326 Train Loss: 6.312
Norm:  tensor(2.8344, device='cuda:2')
Round:  4 User: 327 Train Loss: 6.334
Norm:  tensor(2.6365, device='cuda:2')
Round:  4 User: 328 Train Loss: 6.437
Norm:  tensor(2.6285, device='cuda:2')
Round:  4 User: 329 Train Loss: 6.314
Norm:  tensor(2.7231, device='cuda:2')
Round:  4 User: 330 Train Loss: 6.289
Norm:  tensor(2.6959, device='cuda:2')
Round:  4 User: 331 Train Loss: 6.417
Norm:  tensor(2.7758, device='cuda:2')
Round:  4 User: 332 Train Loss: 6.421
Norm:  tensor(2.8035, device='cuda:2')
Round:  4 User: 333 Train Loss: 6.364
Norm:  tensor(2.6241, device='cuda:2')
Round:  4 User: 334 Train Loss: 6.378
Norm:  tensor(2.7712, device='cuda:2')
Round:  4 User: 335 Train Loss: 6.313
Norm:  tensor(2.8183, device='cuda:2')
Round:  4 User: 336 Train Loss: 6.306
Norm:  tensor(2.7480, device='cuda:2')
Round:  4 User: 337 Train Loss: 6.324
Norm:  tensor(2.7718, device='cuda:2')
Round:  4 User: 338 Train Loss: 6.367
Norm:  tensor(2.7112, device='cuda:2')
Round:  4 User: 339 Train Loss: 6.396
Norm:  tensor(2.7165, device='cuda:2')
Round:  4 User: 340 Train Loss: 6.415
Norm:  tensor(2.7692, device='cuda:2')
Round:  4 User: 341 Train Loss: 6.295
Norm:  tensor(2.8198, device='cuda:2')
Round:  4 User: 342 Train Loss: 6.294
Norm:  tensor(2.7720, device='cuda:2')
Round:  4 User: 343 Train Loss: 6.353
Norm:  tensor(2.8886, device='cuda:2')
Round:  4 User: 344 Train Loss: 6.338
Norm:  tensor(2.7730, device='cuda:2')
Round:  4 User: 345 Train Loss: 6.433
Norm:  tensor(2.9033, device='cuda:2')
Round:  4 User: 346 Train Loss: 6.299
Norm:  tensor(2.7333, device='cuda:2')
Round:  4 User: 347 Train Loss: 6.403
Norm:  tensor(2.8919, device='cuda:2')
Round:  4 User: 348 Train Loss: 6.339
Norm:  tensor(2.7440, device='cuda:2')
Round:  4 User: 349 Train Loss: 6.443
Norm:  tensor(2.5419, device='cuda:2')
Round:  4 User: 350 Train Loss: 6.364
Norm:  tensor(2.7391, device='cuda:2')
Round:  4 User: 351 Train Loss: 6.344
Norm:  tensor(2.8005, device='cuda:2')
Round:  4 User: 352 Train Loss: 6.210
Norm:  tensor(2.7783, device='cuda:2')
Round:  4 User: 353 Train Loss: 6.361
Norm:  tensor(2.7354, device='cuda:2')
Round:  4 User: 354 Train Loss: 6.309
Norm:  tensor(2.7875, device='cuda:2')
Round:  4 User: 355 Train Loss: 6.372
Norm:  tensor(2.6877, device='cuda:2')
Round:  4 User: 356 Train Loss: 6.355
Norm:  tensor(2.8001, device='cuda:2')
Round:  4 User: 357 Train Loss: 6.414
Norm:  tensor(2.6193, device='cuda:2')
Round:  4 User: 358 Train Loss: 6.393
Norm:  tensor(2.7016, device='cuda:2')
Round:  4 User: 359 Train Loss: 6.354
Norm:  tensor(2.8144, device='cuda:2')
Round:  4 User: 360 Train Loss: 6.393
Norm:  tensor(2.8280, device='cuda:2')
Round:  4 User: 361 Train Loss: 6.214
Norm:  tensor(2.8217, device='cuda:2')
Round:  4 User: 362 Train Loss: 6.249
Norm:  tensor(2.7442, device='cuda:2')
Round:  4 User: 363 Train Loss: 6.355
Norm:  tensor(2.7352, device='cuda:2')
Round:  4 User: 364 Train Loss: 6.327
Norm:  tensor(2.6759, device='cuda:2')
Round:  4 User: 365 Train Loss: 6.392
Norm:  tensor(2.6687, device='cuda:2')
Round:  4 User: 366 Train Loss: 6.381
Norm:  tensor(2.7378, device='cuda:2')
Round:  4 User: 367 Train Loss: 6.350
Norm:  tensor(2.7572, device='cuda:2')
Round:  4 User: 368 Train Loss: 6.243
Norm:  tensor(2.7554, device='cuda:2')
Round:  4 User: 369 Train Loss: 6.321
Norm:  tensor(2.8967, device='cuda:2')
Round:  4 User: 370 Train Loss: 6.306
Norm:  tensor(2.6893, device='cuda:2')
Round:  4 User: 371 Train Loss: 6.282
Norm:  tensor(2.7651, device='cuda:2')
Round:  4 User: 372 Train Loss: 6.302
Norm:  tensor(2.7225, device='cuda:2')
Round:  4 User: 373 Train Loss: 6.351
Norm:  tensor(2.8251, device='cuda:2')
Round:  4 User: 374 Train Loss: 6.365
Norm:  tensor(2.6929, device='cuda:2')
Round:  4 User: 375 Train Loss: 6.416
Norm:  tensor(2.8634, device='cuda:2')
Round:  4 User: 376 Train Loss: 6.288
Norm:  tensor(2.6797, device='cuda:2')
Round:  4 User: 377 Train Loss: 6.342
Norm:  tensor(2.7669, device='cuda:2')
Round:  4 User: 378 Train Loss: 6.332
Norm:  tensor(2.8281, device='cuda:2')
Round:  4 User: 379 Train Loss: 6.413
Norm:  tensor(2.8089, device='cuda:2')
Round:  4 User: 380 Train Loss: 6.385
Norm:  tensor(2.6576, device='cuda:2')
Round:  4 User: 381 Train Loss: 6.319
Norm:  tensor(2.6610, device='cuda:2')
Round:  4 User: 382 Train Loss: 6.340
Norm:  tensor(2.6024, device='cuda:2')
Round:  4 User: 383 Train Loss: 6.360
Norm:  tensor(2.5920, device='cuda:2')
Round:  4 User: 384 Train Loss: 6.410
Norm:  tensor(2.6650, device='cuda:2')
Round:  4 User: 385 Train Loss: 6.358
Norm:  tensor(2.7693, device='cuda:2')
Round:  4 User: 386 Train Loss: 6.353
Norm:  tensor(2.7119, device='cuda:2')
Round:  4 User: 387 Train Loss: 6.308
Norm:  tensor(2.6998, device='cuda:2')
Round:  4 User: 388 Train Loss: 6.404
Norm:  tensor(2.7852, device='cuda:2')
Round:  4 User: 389 Train Loss: 6.434
Norm:  tensor(2.6900, device='cuda:2')
Round:  4 User: 390 Train Loss: 6.332
Norm:  tensor(2.8586, device='cuda:2')
Round:  4 User: 391 Train Loss: 6.358
Norm:  tensor(2.8328, device='cuda:2')
Round:  4 User: 392 Train Loss: 6.247
Norm:  tensor(2.7671, device='cuda:2')
Round:  4 User: 393 Train Loss: 6.313
Norm:  tensor(2.7827, device='cuda:2')
Round:  4 User: 394 Train Loss: 6.224
Norm:  tensor(2.7793, device='cuda:2')
Round:  4 User: 395 Train Loss: 6.338
Norm:  tensor(2.7389, device='cuda:2')
Round:  4 User: 396 Train Loss: 6.432
Norm:  tensor(2.7851, device='cuda:2')
Round:  4 User: 397 Train Loss: 6.337
Norm:  tensor(2.6428, device='cuda:2')
Round:  4 User: 398 Train Loss: 6.332
Norm:  tensor(2.6697, device='cuda:2')
Round:  4 User: 399 Train Loss: 6.460
Norm:  tensor(2.6725, device='cuda:2')
Round:  4 User: 400 Train Loss: 6.372
Norm:  tensor(2.8094, device='cuda:2')
Round:  4 User: 401 Train Loss: 6.379
Norm:  tensor(2.6642, device='cuda:2')
Round:  4 User: 402 Train Loss: 6.349
Norm:  tensor(2.7667, device='cuda:2')
Round:  4 User: 403 Train Loss: 6.339
Norm:  tensor(2.8201, device='cuda:2')
Round:  4 User: 404 Train Loss: 6.323
Norm:  tensor(2.8291, device='cuda:2')
Round:  4 User: 405 Train Loss: 6.426
Norm:  tensor(2.7919, device='cuda:2')
Round:  4 User: 406 Train Loss: 6.360
Norm:  tensor(2.7925, device='cuda:2')
Round:  4 User: 407 Train Loss: 6.406
Norm:  tensor(2.6721, device='cuda:2')
Round:  4 User: 408 Train Loss: 6.399
Norm:  tensor(2.6062, device='cuda:2')
Round:  4 User: 409 Train Loss: 6.433
Norm:  tensor(2.7731, device='cuda:2')
Round:  4 User: 410 Train Loss: 6.286
Norm:  tensor(2.8170, device='cuda:2')
Round:  4 User: 411 Train Loss: 6.357
Norm:  tensor(2.6714, device='cuda:2')
Round:  4 User: 412 Train Loss: 6.312
Norm:  tensor(2.6688, device='cuda:2')
Round:  4 User: 413 Train Loss: 6.438
Norm:  tensor(2.8313, device='cuda:2')
Round:  4 User: 414 Train Loss: 6.292
Norm:  tensor(2.6855, device='cuda:2')
Round:  4 User: 415 Train Loss: 6.401
Norm:  tensor(2.6008, device='cuda:2')
Round:  4 User: 416 Train Loss: 6.381
Norm:  tensor(2.7478, device='cuda:2')
Round:  4 User: 417 Train Loss: 6.341
Norm:  tensor(2.8786, device='cuda:2')
Round:  4 User: 418 Train Loss: 6.353
Norm:  tensor(2.6296, device='cuda:2')
Round:  4 User: 419 Train Loss: 6.378
Norm:  tensor(2.7719, device='cuda:2')
