nohup: ignoring input
cuda:2
Namespace(adapter_lr=0.0006, batch_size=100, clip_bound=2.3, clipping_style='all-layer', cluster_temperature=1.0, dataset='CIFAR-10', dataset_dir='/home/chenyannan/fast-differential-privacy-main/examples/image_classification/data', downsample_lr=0.0006, epochs=55, epsilon=8, feature_dim=128, global_lr=1.06, image_size=224, instance_temperature=0.5, learning_rate=0.004, local_epoch=6, mini_bs=100, miu=0.5, model_path='save/Cifar-10-DPFL-ResNet18-fedx', model_temperature=0.5, momentum=0.3, n_clients=600, project_lr=0.0006, r_conv=6, r_proj=16, reload=False, resnet='ResNet18', resnet_lr=0.006, sample_ratio=1, seed=17, start_epoch=0, test_image_size=256, weight_decay=1e-05, workers=4)
save/Img-10-pretrain-transform/checkpoint_532.tar
resnet.conv1.weight 9408 torch.Size([64, 3, 7, 7])
resnet.bn1.weight 64 torch.Size([64])
resnet.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn1.weight 64 torch.Size([64])
resnet.layer1.0.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn2.weight 64 torch.Size([64])
resnet.layer1.0.bn2.bias 64 torch.Size([64])
resnet.layer1.1.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn1.weight 64 torch.Size([64])
resnet.layer1.1.bn1.bias 64 torch.Size([64])
resnet.layer1.1.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn2.weight 64 torch.Size([64])
resnet.layer1.1.bn2.bias 64 torch.Size([64])
resnet.layer2.0.conv1.weight 73728 torch.Size([128, 64, 3, 3])
resnet.layer2.0.bn1.weight 128 torch.Size([128])
resnet.layer2.0.bn1.bias 128 torch.Size([128])
resnet.layer2.0.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.0.bn2.weight 128 torch.Size([128])
resnet.layer2.0.bn2.bias 128 torch.Size([128])
resnet.layer2.0.downsample.0.weight 8192 torch.Size([128, 64, 1, 1])
resnet.layer2.0.downsample.1.weight 128 torch.Size([128])
resnet.layer2.0.downsample.1.bias 128 torch.Size([128])
resnet.layer2.1.conv1.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn1.weight 128 torch.Size([128])
resnet.layer2.1.bn1.bias 128 torch.Size([128])
resnet.layer2.1.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn2.weight 128 torch.Size([128])
resnet.layer2.1.bn2.bias 128 torch.Size([128])
resnet.layer3.0.conv1.weight 294912 torch.Size([256, 128, 3, 3])
resnet.layer3.0.bn1.weight 256 torch.Size([256])
resnet.layer3.0.bn1.bias 256 torch.Size([256])
resnet.layer3.0.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.0.bn2.weight 256 torch.Size([256])
resnet.layer3.0.bn2.bias 256 torch.Size([256])
resnet.layer3.0.downsample.0.weight 32768 torch.Size([256, 128, 1, 1])
resnet.layer3.0.downsample.1.weight 256 torch.Size([256])
resnet.layer3.0.downsample.1.bias 256 torch.Size([256])
resnet.layer3.1.conv1.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn1.weight 256 torch.Size([256])
resnet.layer3.1.bn1.bias 256 torch.Size([256])
resnet.layer3.1.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn2.weight 256 torch.Size([256])
resnet.layer3.1.bn2.bias 256 torch.Size([256])
resnet.layer4.0.conv1.weight 1179648 torch.Size([512, 256, 3, 3])
resnet.layer4.0.bn1.weight 512 torch.Size([512])
resnet.layer4.0.bn1.bias 512 torch.Size([512])
resnet.layer4.0.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.0.bn2.weight 512 torch.Size([512])
resnet.layer4.0.bn2.bias 512 torch.Size([512])
resnet.layer4.0.downsample.0.weight 131072 torch.Size([512, 256, 1, 1])
resnet.layer4.0.downsample.1.weight 512 torch.Size([512])
resnet.layer4.0.downsample.1.bias 512 torch.Size([512])
resnet.layer4.1.conv1.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn1.weight 512 torch.Size([512])
resnet.layer4.1.bn1.bias 512 torch.Size([512])
resnet.layer4.1.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn2.weight 512 torch.Size([512])
resnet.layer4.1.bn2.bias 512 torch.Size([512])
instance_projector.0.weight 262144 torch.Size([512, 512])
instance_projector.0.bias 512 torch.Size([512])
instance_projector.2.weight 65536 torch.Size([128, 512])
instance_projector.2.bias 128 torch.Size([128])
cluster_projector.0.weight 262144 torch.Size([512, 512])
cluster_projector.0.bias 512 torch.Size([512])
cluster_projector.2.weight 5120 torch.Size([10, 512])
cluster_projector.2.bias 10 torch.Size([10])
sigma: 3.857421875
Number of total parameters:  11772618
Round:  3 User: 175 Train Loss: 8.433
Norm:  tensor(2.5655, device='cuda:2')
Round:  3 User: 176 Train Loss: 8.394
Norm:  tensor(2.3963, device='cuda:2')
Round:  3 User: 177 Train Loss: 8.449
Norm:  tensor(2.4303, device='cuda:2')
Round:  3 User: 178 Train Loss: 8.509
Norm:  tensor(2.4233, device='cuda:2')
Round:  3 User: 179 Train Loss: 8.457
Norm:  tensor(2.4993, device='cuda:2')
Round:  3 User: 180 Train Loss: 8.400
Norm:  tensor(2.4433, device='cuda:2')
Round:  3 User: 181 Train Loss: 8.451
Norm:  tensor(2.4169, device='cuda:2')
Round:  3 User: 182 Train Loss: 8.338
Norm:  tensor(2.4501, device='cuda:2')
Round:  3 User: 183 Train Loss: 8.485
Norm:  tensor(2.4316, device='cuda:2')
Round:  3 User: 184 Train Loss: 8.423
Norm:  tensor(2.1416, device='cuda:2')
Round:  3 User: 185 Train Loss: 8.677
Norm:  tensor(2.3386, device='cuda:2')
Round:  3 User: 186 Train Loss: 8.505
Norm:  tensor(2.3486, device='cuda:2')
Round:  3 User: 187 Train Loss: 8.457
Norm:  tensor(2.3532, device='cuda:2')
Round:  3 User: 188 Train Loss: 8.437
Norm:  tensor(2.5629, device='cuda:2')
Round:  3 User: 189 Train Loss: 8.405
Norm:  tensor(2.2869, device='cuda:2')
Round:  3 User: 190 Train Loss: 8.464
Norm:  tensor(2.3087, device='cuda:2')
Round:  3 User: 191 Train Loss: 8.486
Norm:  tensor(2.4467, device='cuda:2')
Round:  3 User: 192 Train Loss: 8.402
Norm:  tensor(2.2977, device='cuda:2')
Round:  3 User: 193 Train Loss: 8.547
Norm:  tensor(2.4911, device='cuda:2')
Round:  3 User: 194 Train Loss: 8.423
Norm:  tensor(2.4082, device='cuda:2')
Round:  3 User: 195 Train Loss: 8.408
Norm:  tensor(2.4976, device='cuda:2')
Round:  3 User: 196 Train Loss: 8.444
Norm:  tensor(2.4345, device='cuda:2')
Round:  3 User: 197 Train Loss: 8.533
Norm:  tensor(2.3796, device='cuda:2')
Round:  3 User: 198 Train Loss: 8.509
Norm:  tensor(2.5224, device='cuda:2')
Round:  3 User: 199 Train Loss: 8.472
Norm:  tensor(2.5279, device='cuda:2')
Round:  3 User: 200 Train Loss: 8.430
Norm:  tensor(2.2825, device='cuda:2')
Round:  3 User: 201 Train Loss: 8.482
Norm:  tensor(2.3089, device='cuda:2')
Round:  3 User: 202 Train Loss: 8.584
Norm:  tensor(2.4317, device='cuda:2')
Round:  3 User: 203 Train Loss: 8.436
Norm:  tensor(2.4200, device='cuda:2')
Round:  3 User: 204 Train Loss: 8.484
Norm:  tensor(2.3825, device='cuda:2')
Round:  3 User: 205 Train Loss: 8.455
Norm:  tensor(2.4215, device='cuda:2')
Round:  3 User: 206 Train Loss: 8.555
Norm:  tensor(2.4208, device='cuda:2')
Round:  3 User: 207 Train Loss: 8.508
Norm:  tensor(2.4054, device='cuda:2')
Round:  3 User: 208 Train Loss: 8.530
Norm:  tensor(2.2509, device='cuda:2')
Round:  3 User: 209 Train Loss: 8.545
Norm:  tensor(2.2861, device='cuda:2')
Round:  3 User: 210 Train Loss: 8.457
Norm:  tensor(2.5361, device='cuda:2')
Round:  3 User: 211 Train Loss: 8.412
Norm:  tensor(2.4876, device='cuda:2')
Round:  3 User: 212 Train Loss: 8.445
Norm:  tensor(2.4927, device='cuda:2')
Round:  3 User: 213 Train Loss: 8.460
Norm:  tensor(2.3467, device='cuda:2')
Round:  3 User: 214 Train Loss: 8.391
Norm:  tensor(2.3172, device='cuda:2')
Round:  3 User: 215 Train Loss: 8.512
Norm:  tensor(2.4163, device='cuda:2')
Round:  3 User: 216 Train Loss: 8.588
Norm:  tensor(2.4296, device='cuda:2')
Round:  3 User: 217 Train Loss: 8.412
Norm:  tensor(2.4391, device='cuda:2')
Round:  3 User: 218 Train Loss: 8.504
Norm:  tensor(2.4726, device='cuda:2')
Round:  3 User: 219 Train Loss: 8.490
Norm:  tensor(2.5859, device='cuda:2')
Round:  3 User: 220 Train Loss: 8.494
Norm:  tensor(2.2955, device='cuda:2')
Round:  3 User: 221 Train Loss: 8.548
Norm:  tensor(2.3276, device='cuda:2')
Round:  3 User: 222 Train Loss: 8.506
Norm:  tensor(2.3532, device='cuda:2')
Round:  3 User: 223 Train Loss: 8.520
Norm:  tensor(2.3231, device='cuda:2')
Round:  3 User: 224 Train Loss: 8.390
Norm:  tensor(2.4819, device='cuda:2')
Round:  3 User: 225 Train Loss: 8.314
Norm:  tensor(2.2736, device='cuda:2')
Round:  3 User: 226 Train Loss: 8.545
Norm:  tensor(2.3159, device='cuda:2')
Round:  3 User: 227 Train Loss: 8.474
Norm:  tensor(2.3920, device='cuda:2')
Round:  3 User: 228 Train Loss: 8.466
Norm:  tensor(2.4291, device='cuda:2')
Round:  3 User: 229 Train Loss: 8.480
Norm:  tensor(2.3784, device='cuda:2')
Round:  3 User: 230 Train Loss: 8.501
Norm:  tensor(2.4634, device='cuda:2')
Round:  3 User: 231 Train Loss: 8.434
Norm:  tensor(2.3204, device='cuda:2')
Round:  3 User: 232 Train Loss: 8.424
Norm:  tensor(2.3568, device='cuda:2')
Round:  3 User: 233 Train Loss: 8.652
Norm:  tensor(2.3444, device='cuda:2')
Round:  3 User: 234 Train Loss: 8.467
Norm:  tensor(2.4429, device='cuda:2')
Round:  3 User: 235 Train Loss: 8.494
Norm:  tensor(2.4390, device='cuda:2')
Round:  3 User: 236 Train Loss: 8.428
Norm:  tensor(2.3640, device='cuda:2')
Round:  3 User: 237 Train Loss: 8.553
Norm:  tensor(2.5218, device='cuda:2')
Round:  3 User: 238 Train Loss: 8.435
Norm:  tensor(2.5220, device='cuda:2')
Round:  3 User: 239 Train Loss: 8.447
Norm:  tensor(2.4563, device='cuda:2')
Round:  3 User: 240 Train Loss: 8.519
Norm:  tensor(2.3319, device='cuda:2')
Round:  3 User: 241 Train Loss: 8.500
Norm:  tensor(2.3597, device='cuda:2')
Round:  3 User: 242 Train Loss: 8.348
Norm:  tensor(2.5043, device='cuda:2')
Round:  3 User: 243 Train Loss: 8.397
Norm:  tensor(2.2899, device='cuda:2')
Round:  3 User: 244 Train Loss: 8.551
Norm:  tensor(2.4553, device='cuda:2')
Round:  3 User: 245 Train Loss: 8.527
Norm:  tensor(2.4164, device='cuda:2')
Round:  3 User: 246 Train Loss: 8.501
Norm:  tensor(2.4598, device='cuda:2')
Round:  3 User: 247 Train Loss: 8.397
Norm:  tensor(2.5078, device='cuda:2')
Round:  3 User: 248 Train Loss: 8.375
Norm:  tensor(2.3335, device='cuda:2')
Round:  3 User: 249 Train Loss: 8.585
Norm:  tensor(2.5744, device='cuda:2')
Round:  3 User: 250 Train Loss: 8.378
Norm:  tensor(2.4582, device='cuda:2')
Round:  3 User: 251 Train Loss: 8.373
Norm:  tensor(2.3600, device='cuda:2')
Round:  3 User: 252 Train Loss: 8.563
Norm:  tensor(2.3508, device='cuda:2')
Round:  3 User: 253 Train Loss: 8.451
Norm:  tensor(2.2649, device='cuda:2')
Round:  3 User: 254 Train Loss: 8.601
Norm:  tensor(2.4517, device='cuda:2')
Round:  3 User: 255 Train Loss: 8.412
Norm:  tensor(2.3661, device='cuda:2')
Round:  3 User: 256 Train Loss: 8.405
Norm:  tensor(2.3695, device='cuda:2')
Round:  3 User: 257 Train Loss: 8.532
Norm:  tensor(2.4059, device='cuda:2')
Round:  3 User: 258 Train Loss: 8.512
Norm:  tensor(2.3355, device='cuda:2')
Round:  3 User: 259 Train Loss: 8.540
Norm:  tensor(2.2804, device='cuda:2')
Round:  3 User: 260 Train Loss: 8.497
Norm:  tensor(2.5231, device='cuda:2')
Round:  3 User: 261 Train Loss: 8.438
Norm:  tensor(2.4698, device='cuda:2')
Round:  3 User: 262 Train Loss: 8.407
Norm:  tensor(2.4867, device='cuda:2')
Round:  3 User: 263 Train Loss: 8.487
Norm:  tensor(2.4421, device='cuda:2')
Round:  3 User: 264 Train Loss: 8.524
Norm:  tensor(2.3060, device='cuda:2')
Round:  3 User: 265 Train Loss: 8.457
Norm:  tensor(2.2773, device='cuda:2')
Round:  3 User: 266 Train Loss: 8.486
Norm:  tensor(2.4338, device='cuda:2')
Round:  3 User: 267 Train Loss: 8.368
Norm:  tensor(2.5640, device='cuda:2')
Round:  3 User: 268 Train Loss: 8.374
Norm:  tensor(2.2623, device='cuda:2')
Round:  3 User: 269 Train Loss: 8.570
Norm:  tensor(2.3322, device='cuda:2')
Round:  3 User: 270 Train Loss: 8.504
Norm:  tensor(2.4526, device='cuda:2')
Round:  3 User: 271 Train Loss: 8.504
Norm:  tensor(2.3053, device='cuda:2')
Round:  3 User: 272 Train Loss: 8.414
Norm:  tensor(2.3874, device='cuda:2')
Round:  3 User: 273 Train Loss: 8.394
Norm:  tensor(2.5731, device='cuda:2')
Round:  3 User: 274 Train Loss: 8.333
Norm:  tensor(2.4635, device='cuda:2')
Round:  3 User: 275 Train Loss: 8.426
Norm:  tensor(2.3858, device='cuda:2')
Round:  3 User: 276 Train Loss: 8.496
Norm:  tensor(2.4208, device='cuda:2')
Round:  3 User: 277 Train Loss: 8.467
Norm:  tensor(2.4016, device='cuda:2')
Round:  3 User: 278 Train Loss: 8.533
Norm:  tensor(2.3111, device='cuda:2')
Round:  3 User: 279 Train Loss: 8.381
Norm:  tensor(2.4189, device='cuda:2')
Round:  3 User: 280 Train Loss: 8.512
Norm:  tensor(2.4157, device='cuda:2')
Round:  3 User: 281 Train Loss: 8.426
Norm:  tensor(2.4649, device='cuda:2')
Round:  3 User: 282 Train Loss: 8.544
Norm:  tensor(2.4165, device='cuda:2')
Round:  3 User: 283 Train Loss: 8.512
Norm:  tensor(2.3765, device='cuda:2')
Round:  3 User: 284 Train Loss: 8.488
Norm:  tensor(2.4104, device='cuda:2')
Round:  3 User: 285 Train Loss: 8.478
Norm:  tensor(2.4019, device='cuda:2')
Round:  3 User: 286 Train Loss: 8.461
Norm:  tensor(2.3495, device='cuda:2')
Round:  3 User: 287 Train Loss: 8.544
Norm:  tensor(2.3381, device='cuda:2')
Round:  3 User: 288 Train Loss: 8.430
Norm:  tensor(2.4502, device='cuda:2')
Round:  3 User: 289 Train Loss: 8.487
Norm:  tensor(2.4603, device='cuda:2')
Round:  3 User: 290 Train Loss: 8.458
Norm:  tensor(2.2980, device='cuda:2')
Round:  3 User: 291 Train Loss: 8.466
Norm:  tensor(2.4345, device='cuda:2')
Round:  3 User: 292 Train Loss: 8.491
Norm:  tensor(2.4497, device='cuda:2')
Round:  3 User: 293 Train Loss: 8.497
Norm:  tensor(2.2937, device='cuda:2')
Round:  3 User: 294 Train Loss: 8.477
Norm:  tensor(2.3703, device='cuda:2')
Round:  3 User: 295 Train Loss: 8.594
Norm:  tensor(2.3525, device='cuda:2')
Round:  3 User: 296 Train Loss: 8.526
Norm:  tensor(2.1865, device='cuda:2')
Round:  3 User: 297 Train Loss: 8.606
Norm:  tensor(2.5157, device='cuda:2')
Round:  3 User: 298 Train Loss: 8.495
Norm:  tensor(2.3455, device='cuda:2')
Round:  3 User: 299 Train Loss: 8.470
Norm:  tensor(2.4483, device='cuda:2')
Round:  3 User: 300 Train Loss: 8.313
Norm:  tensor(2.2714, device='cuda:2')
Round:  3 User: 301 Train Loss: 8.650
Norm:  tensor(2.3010, device='cuda:2')
Round:  3 User: 302 Train Loss: 8.458
Norm:  tensor(2.3813, device='cuda:2')
Round:  3 User: 303 Train Loss: 8.364
Norm:  tensor(2.5603, device='cuda:2')
Round:  3 User: 304 Train Loss: 8.559
Norm:  tensor(2.2674, device='cuda:2')
Round:  3 User: 305 Train Loss: 8.467
Norm:  tensor(2.3663, device='cuda:2')
Round:  3 User: 306 Train Loss: 8.362
Norm:  tensor(2.3369, device='cuda:2')
Round:  3 User: 307 Train Loss: 8.521
Norm:  tensor(2.2740, device='cuda:2')
Round:  3 User: 308 Train Loss: 8.498
Norm:  tensor(2.4196, device='cuda:2')
Round:  3 User: 309 Train Loss: 8.470
Norm:  tensor(2.3607, device='cuda:2')
Round:  3 User: 310 Train Loss: 8.494
Norm:  tensor(2.5367, device='cuda:2')
Round:  3 User: 311 Train Loss: 8.430
Norm:  tensor(2.4250, device='cuda:2')
Round:  3 User: 312 Train Loss: 8.441
Norm:  tensor(2.3773, device='cuda:2')
Round:  3 User: 313 Train Loss: 8.372
Norm:  tensor(2.5060, device='cuda:2')
Round:  3 User: 314 Train Loss: 8.363
Norm:  tensor(2.4724, device='cuda:2')
Round:  3 User: 315 Train Loss: 8.461
Norm:  tensor(2.4309, device='cuda:2')
Round:  3 User: 316 Train Loss: 8.378
Norm:  tensor(2.2503, device='cuda:2')
Round:  3 User: 317 Train Loss: 8.567
Norm:  tensor(2.2740, device='cuda:2')
Round:  3 User: 318 Train Loss: 8.579
Norm:  tensor(2.3743, device='cuda:2')
Round:  3 User: 319 Train Loss: 8.443
Norm:  tensor(2.5042, device='cuda:2')
Round:  3 User: 320 Train Loss: 8.377
Norm:  tensor(2.3255, device='cuda:2')
Round:  3 User: 321 Train Loss: 8.578
Norm:  tensor(2.3361, device='cuda:2')
Round:  3 User: 322 Train Loss: 8.435
Norm:  tensor(2.4037, device='cuda:2')
Round:  3 User: 323 Train Loss: 8.468
Norm:  tensor(2.3611, device='cuda:2')
Round:  3 User: 324 Train Loss: 8.616
Norm:  tensor(2.4013, device='cuda:2')
Round:  3 User: 325 Train Loss: 8.410
Norm:  tensor(2.2561, device='cuda:2')
Round:  3 User: 326 Train Loss: 8.421
Norm:  tensor(2.3456, device='cuda:2')
Round:  3 User: 327 Train Loss: 8.554
Norm:  tensor(2.3989, device='cuda:2')
Round:  3 User: 328 Train Loss: 8.564
Norm:  tensor(2.3612, device='cuda:2')
Round:  3 User: 329 Train Loss: 8.465
Norm:  tensor(2.3928, device='cuda:2')
Round:  3 User: 330 Train Loss: 8.364
Norm:  tensor(2.3051, device='cuda:2')
Round:  3 User: 331 Train Loss: 8.576
Norm:  tensor(2.3710, device='cuda:2')
Round:  3 User: 332 Train Loss: 8.613
Norm:  tensor(2.4262, device='cuda:2')
Round:  3 User: 333 Train Loss: 8.494
Norm:  tensor(2.4045, device='cuda:2')
Round:  3 User: 334 Train Loss: 8.502
Norm:  tensor(2.2989, device='cuda:2')
Round:  3 User: 335 Train Loss: 8.375
Norm:  tensor(2.3925, device='cuda:2')
Round:  3 User: 336 Train Loss: 8.408
Norm:  tensor(2.4903, device='cuda:2')
Round:  3 User: 337 Train Loss: 8.360
Norm:  tensor(2.4691, device='cuda:2')
Round:  3 User: 338 Train Loss: 8.424
Norm:  tensor(2.4009, device='cuda:2')
Round:  3 User: 339 Train Loss: 8.565
Norm:  tensor(2.3876, device='cuda:2')
Round:  3 User: 340 Train Loss: 8.558
Norm:  tensor(2.3957, device='cuda:2')
Round:  3 User: 341 Train Loss: 8.408
Norm:  tensor(2.3512, device='cuda:2')
Round:  3 User: 342 Train Loss: 8.435
Norm:  tensor(2.3047, device='cuda:2')
Round:  3 User: 343 Train Loss: 8.454
Norm:  tensor(2.4528, device='cuda:2')
Round:  3 User: 344 Train Loss: 8.449
Norm:  tensor(2.3050, device='cuda:2')
Round:  3 User: 345 Train Loss: 8.485
Norm:  tensor(2.3919, device='cuda:2')
Round:  3 User: 346 Train Loss: 8.511
Norm:  tensor(2.3504, device='cuda:2')
Round:  3 User: 347 Train Loss: 8.510
Norm:  tensor(2.4927, device='cuda:2')
Round:  3 User: 348 Train Loss: 8.444
Norm:  tensor(2.3153, device='cuda:2')
Round:  3 User: 349 Train Loss: 8.553
Norm:  tensor(2.2613, device='cuda:2')
Round:  3 User: 350 Train Loss: 8.408
Norm:  tensor(2.3188, device='cuda:2')
Round:  3 User: 351 Train Loss: 8.497
Norm:  tensor(2.4173, device='cuda:2')
Round:  3 User: 352 Train Loss: 8.342
Norm:  tensor(2.3932, device='cuda:2')
Round:  3 User: 353 Train Loss: 8.517
Norm:  tensor(2.4265, device='cuda:2')
Round:  3 User: 354 Train Loss: 8.422
Norm:  tensor(2.4409, device='cuda:2')
Round:  3 User: 355 Train Loss: 8.439
Norm:  tensor(2.3304, device='cuda:2')
Round:  3 User: 356 Train Loss: 8.561
Norm:  tensor(2.2992, device='cuda:2')
Round:  3 User: 357 Train Loss: 8.516
Norm:  tensor(2.4216, device='cuda:2')
Round:  3 User: 358 Train Loss: 8.442
Norm:  tensor(2.3572, device='cuda:2')
Round:  3 User: 359 Train Loss: 8.573
Norm:  tensor(2.4347, device='cuda:2')
Round:  3 User: 360 Train Loss: 8.534
Norm:  tensor(2.4979, device='cuda:2')
Round:  3 User: 361 Train Loss: 8.351
Norm:  tensor(2.4161, device='cuda:2')
Round:  3 User: 362 Train Loss: 8.413
Norm:  tensor(2.4666, device='cuda:2')
Round:  3 User: 363 Train Loss: 8.427
Norm:  tensor(2.3272, device='cuda:2')
Round:  3 User: 364 Train Loss: 8.427
Norm:  tensor(2.3391, device='cuda:2')
Round:  3 User: 365 Train Loss: 8.499
Norm:  tensor(2.3580, device='cuda:2')
Round:  3 User: 366 Train Loss: 8.494
Norm:  tensor(2.3792, device='cuda:2')
Round:  3 User: 367 Train Loss: 8.465
Norm:  tensor(2.2915, device='cuda:2')
Round:  3 User: 368 Train Loss: 8.411
Norm:  tensor(2.3574, device='cuda:2')
Round:  3 User: 369 Train Loss: 8.371
Norm:  tensor(2.2953, device='cuda:2')
Round:  3 User: 370 Train Loss: 8.464
Norm:  tensor(2.3490, device='cuda:2')
Round:  3 User: 371 Train Loss: 8.380
Norm:  tensor(2.3230, device='cuda:2')
Round:  3 User: 372 Train Loss: 8.331
Norm:  tensor(2.4731, device='cuda:2')
Round:  3 User: 373 Train Loss: 8.463
Norm:  tensor(2.4381, device='cuda:2')
Round:  3 User: 374 Train Loss: 8.447
Norm:  tensor(2.4039, device='cuda:2')
Round:  3 User: 375 Train Loss: 8.430
Norm:  tensor(2.3664, device='cuda:2')
Round:  3 User: 376 Train Loss: 8.461
Norm:  tensor(2.4418, device='cuda:2')
Round:  3 User: 377 Train Loss: 8.457
Norm:  tensor(2.4487, device='cuda:2')
Round:  3 User: 378 Train Loss: 8.512
Norm:  tensor(2.4848, device='cuda:2')
Round:  3 User: 379 Train Loss: 8.554
Norm:  tensor(2.4568, device='cuda:2')
Round:  3 User: 380 Train Loss: 8.549
Norm:  tensor(2.5211, device='cuda:2')
Round:  3 User: 381 Train Loss: 8.490
Norm:  tensor(2.4238, device='cuda:2')
Round:  3 User: 382 Train Loss: 8.413
Norm:  tensor(2.3477, device='cuda:2')
Round:  3 User: 383 Train Loss: 8.513
Norm:  tensor(2.2965, device='cuda:2')
Round:  3 User: 384 Train Loss: 8.498
Norm:  tensor(2.3954, device='cuda:2')
Round:  3 User: 385 Train Loss: 8.431
Norm:  tensor(2.3312, device='cuda:2')
Round:  3 User: 386 Train Loss: 8.426
Norm:  tensor(2.4920, device='cuda:2')
Round:  3 User: 387 Train Loss: 8.409
Norm:  tensor(2.3113, device='cuda:2')
Round:  3 User: 388 Train Loss: 8.573
Norm:  tensor(2.3354, device='cuda:2')
Round:  3 User: 389 Train Loss: 8.600
Norm:  tensor(2.4980, device='cuda:2')
Round:  3 User: 390 Train Loss: 8.519
Norm:  tensor(2.4800, device='cuda:2')
Round:  3 User: 391 Train Loss: 8.508
Norm:  tensor(2.5114, device='cuda:2')
Round:  3 User: 392 Train Loss: 8.404
Norm:  tensor(2.4681, device='cuda:2')
Round:  3 User: 393 Train Loss: 8.495
Norm:  tensor(2.4787, device='cuda:2')
Round:  3 User: 394 Train Loss: 8.260
Norm:  tensor(2.3478, device='cuda:2')
Round:  3 User: 395 Train Loss: 8.482
Norm:  tensor(2.3635, device='cuda:2')
Round:  3 User: 396 Train Loss: 8.550
Norm:  tensor(2.5852, device='cuda:2')
Round:  3 User: 397 Train Loss: 8.435
Norm:  tensor(2.4316, device='cuda:2')
Round:  3 User: 398 Train Loss: 8.514
Norm:  tensor(2.2904, device='cuda:2')
Round:  3 User: 399 Train Loss: 8.590
Norm:  tensor(2.4167, device='cuda:2')
Round:  3 User: 400 Train Loss: 8.473
Norm:  tensor(2.4003, device='cuda:2')
Round:  3 User: 401 Train Loss: 8.514
Norm:  tensor(2.3810, device='cuda:2')
Round:  3 User: 402 Train Loss: 8.399
Norm:  tensor(2.3302, device='cuda:2')
Round:  3 User: 403 Train Loss: 8.550
Norm:  tensor(2.4070, device='cuda:2')
Round:  3 User: 404 Train Loss: 8.468
Norm:  tensor(2.3541, device='cuda:2')
Round:  3 User: 405 Train Loss: 8.585
Norm:  tensor(2.4244, device='cuda:2')
Round:  3 User: 406 Train Loss: 8.462
Norm:  tensor(2.3994, device='cuda:2')
Round:  3 User: 407 Train Loss: 8.593
Norm:  tensor(2.4372, device='cuda:2')
Round:  3 User: 408 Train Loss: 8.498
Norm:  tensor(2.2982, device='cuda:2')
Round:  3 User: 409 Train Loss: 8.587
Norm:  tensor(2.4338, device='cuda:2')
Round:  3 User: 410 Train Loss: 8.482
Norm:  tensor(2.4073, device='cuda:2')
Round:  3 User: 411 Train Loss: 8.529
Norm:  tensor(2.4557, device='cuda:2')
Round:  3 User: 412 Train Loss: 8.423
Norm:  tensor(2.3144, device='cuda:2')
Round:  3 User: 413 Train Loss: 8.574
Norm:  tensor(2.3714, device='cuda:2')
Round:  3 User: 414 Train Loss: 8.435
Norm:  tensor(2.4635, device='cuda:2')
Round:  3 User: 415 Train Loss: 8.437
Norm:  tensor(2.3634, device='cuda:2')
Round:  3 User: 416 Train Loss: 8.370
Norm:  tensor(2.4620, device='cuda:2')
Round:  3 User: 417 Train Loss: 8.467
Norm:  tensor(2.5103, device='cuda:2')
Round:  3 User: 418 Train Loss: 8.576
Norm:  tensor(2.3750, device='cuda:2')
Round:  3 User: 419 Train Loss: 8.514
Norm:  tensor(2.4402, device='cuda:2')
Round:  3 User: 420 Train Loss: 8.505
Norm:  tensor(2.5854, device='cuda:2')
Round:  3 User: 421 Train Loss: 8.454
Norm:  tensor(2.5219, device='cuda:2')
Round:  3 User: 422 Train Loss: 8.555
Norm:  tensor(2.4925, device='cuda:2')
Round:  3 User: 423 Train Loss: 8.368
Norm:  tensor(2.4185, device='cuda:2')
Round:  3 User: 424 Train Loss: 8.443
Norm:  tensor(2.3440, device='cuda:2')
Round:  3 User: 425 Train Loss: 8.523
Norm:  tensor(2.3973, device='cuda:2')
Round:  3 User: 426 Train Loss: 8.567
Norm:  tensor(2.3690, device='cuda:2')
Round:  3 User: 427 Train Loss: 8.446
Norm:  tensor(2.5152, device='cuda:2')
Round:  3 User: 428 Train Loss: 8.402
Norm:  tensor(2.2971, device='cuda:2')
Round:  3 User: 429 Train Loss: 8.588
Norm:  tensor(2.3393, device='cuda:2')
Round:  3 User: 430 Train Loss: 8.455
